Orthogroup	Agabi_varbur_1	Altal1	Altalt1	Altbr1	Altro1	Amamu1	Armost1	Ascsa1	Aspcam1	Aspnov1	Aspoch1	Asptaic1	Bauco1	Blugr2	BlugrR1_1	Boeex1	Botbo1	Botci1	Cadsp1	Cenge3	Chafu1	Chagl1	Chagl_1	Chalo1	Chame1	Clapu1	Cocsa1	Cocvi1	Colch1	Colhig2	Colto1	Copci1	Copph3	Corca1	Cylol1	Daces1	Dacma1	DalEC12_1	Denna1	Dipse1	Falor1	Fusco1	Fuscu1	Fuseq1	Fusfu1	Fusgr1	Fusox2	Fusoxy1	Fusoxys1	Fusre1	Fusso1	Fustr1	Fustri1	Fusve2	Fusven1	Gaegr1	Galma1	Geopyr1	Gigmar1	Gigro1	Gyman1	Hebcy2	Helo229	Hetan2	Ilyeu1	Lacbi2	Lepmu1	Lepor2	Lobtra1	Macph1	Macpha1	Maggr1	MagnaMG8	MagorGY11_1	Melbi2	Melva1	Micbo1	Mictri1	Morco1	Morel2	Morel_U14_1	Mycfi2	Mycgr3	Neodi1	Neora1	Neucr2	Oidma1	Olipa1	Parch1	Parchr1	Paxin1	Pensub1	Perma1	Phapo1	Phimu1	Phisc1	Pilcr1	Pismi1	Plecuc1	Plecucu2	PleosPC15_1	Pyrly1	Pyrsp1	Pyrtr1	Pyrtt1	Ramcocy1	Rhesp1	Rhice1_1	Rhicl1	Rhidi1	Rhier1	Rhiir2_1	Rhyag1	Rhyco1	Rhyse1	Schco1	Sclci1	Sclsc1	Sebve1	Sindi4	Sodal1	Sorhu1	Spogr1	Spore1	Spoth2	Stael1	Stano2	Stely1	Thacu1	Thite2	Tilin1	Trave1	Triat2	Trire2	TriviGv29_8_2	Truan1	Tubae1	Tubma1	Tulca1	U_tricho_v1	Ustbr1	Usthor1	Ustma2_2	Veral1	Verda1	VerdaJR2	Verdah1	Zalva1	Zpa63	Zymtr1
OG0012256																																																															jgi|Helo229|170059|Fgenesh_scaffold_17_gene_59																																																																																							
OG0012257																																																															jgi|Helo229|160052|Fgenesh_scaffold_16_gene_52																																																																																							
OG0012258																																																															jgi|Helo229|180042|Fgenesh_scaffold_18_gene_42																																																																																							
OG0012259																																																															jgi|Helo229|1800103|Fgenesh_scaffold_18_gene_103																																																																																							
OG0012260																																																															jgi|Helo229|1800165|Fgenesh_scaffold_18_gene_165																																																																																							
OG0012261																																																															jgi|Helo229|1800184|Fgenesh_scaffold_18_gene_184																																																																																							
OG0012262																																																															jgi|Helo229|1800285|Fgenesh_scaffold_18_gene_285																																																																																							
OG0012263																																																															jgi|Helo229|1400381|Fgenesh_scaffold_14_gene_381																																																																																							
OG0012264																																																															jgi|Helo229|1500125|Fgenesh_scaffold_15_gene_125																																																																																							
OG0012265																																																															jgi|Helo229|1500343|Fgenesh_scaffold_15_gene_343																																																																																							
OG0012266																																																															jgi|Helo229|1500538|Fgenesh_scaffold_15_gene_538																																																																																							
OG0012267																																																															jgi|Helo229|120052|Fgenesh_scaffold_12_gene_52																																																																																							
OG0012268																																																															jgi|Helo229|1200137|Fgenesh_scaffold_12_gene_137																																																																																							
OG0012269																																																															jgi|Helo229|1200271|Fgenesh_scaffold_12_gene_271																																																																																							
OG0012270																																																															jgi|Helo229|1100100|Fgenesh_scaffold_11_gene_100																																																																																							
OG0012271																																																															jgi|Helo229|1100148|Fgenesh_scaffold_11_gene_148																																																																																							
OG0012272																																																															jgi|Helo229|1100335|Fgenesh_scaffold_11_gene_335																																																																																							
OG0012273																																																															jgi|Helo229|1100674|Fgenesh_scaffold_11_gene_674																																																																																							
OG0012274																																																															jgi|Helo229|1000771|Fgenesh_scaffold_10_gene_771																																																																																							
OG0012275																																																															jgi|Helo229|1000818|Fgenesh_scaffold_10_gene_818																																																																																							
OG0012276																																																															jgi|Helo229|900407|Fgenesh_scaffold_9_gene_407																																																																																							
OG0012277																																																															jgi|Helo229|900650|Fgenesh_scaffold_9_gene_650																																																																																							
OG0012278																																																															jgi|Helo229|9001011|Fgenesh_scaffold_9_gene_1011																																																																																							
OG0012279																																																															jgi|Helo229|800171|Fgenesh_scaffold_8_gene_171																																																																																							
OG0012280																																																															jgi|Helo229|800731|Fgenesh_scaffold_8_gene_731																																																																																							
OG0012281																																																															jgi|Helo229|800786|Fgenesh_scaffold_8_gene_786																																																																																							
OG0012282																																																															jgi|Helo229|800904|Fgenesh_scaffold_8_gene_904																																																																																							
OG0012283																																																															jgi|Helo229|800953|Fgenesh_scaffold_8_gene_953																																																																																							
OG0012284																																																															jgi|Helo229|700842|Fgenesh_scaffold_7_gene_842																																																																																							
OG0012285																																																															jgi|Helo229|7001089|Fgenesh_scaffold_7_gene_1089																																																																																							
OG0012286																																																															jgi|Helo229|20073|Fgenesh_scaffold_2_gene_73																																																																																							
OG0012287																																																															jgi|Helo229|200813|Fgenesh_scaffold_2_gene_813																																																																																							
OG0012288																																																															jgi|Helo229|200920|Fgenesh_scaffold_2_gene_920																																																																																							
OG0012289																																																															jgi|Helo229|2001055|Fgenesh_scaffold_2_gene_1055																																																																																							
OG0012290																																																															jgi|Helo229|400661|Fgenesh_scaffold_4_gene_661																																																																																							
OG0012291																																																															jgi|Helo229|400771|Fgenesh_scaffold_4_gene_771																																																																																							
OG0012292																																																															jgi|Helo229|400995|Fgenesh_scaffold_4_gene_995																																																																																							
OG0012293																																																															jgi|Helo229|4001047|Fgenesh_scaffold_4_gene_1047																																																																																							
OG0012294																																																															jgi|Helo229|6001127|Fgenesh_scaffold_6_gene_1127																																																																																							
OG0012295																																																															jgi|Helo229|6001310|Fgenesh_scaffold_6_gene_1310																																																																																							
OG0012296																																																															jgi|Helo229|50010|Fgenesh_scaffold_5_gene_10																																																																																							
OG0012297																																																															jgi|Helo229|50058|Fgenesh_scaffold_5_gene_58																																																																																							
OG0012298																																																															jgi|Helo229|50082|Fgenesh_scaffold_5_gene_82																																																																																							
OG0012299																																																															jgi|Helo229|500273|Fgenesh_scaffold_5_gene_273																																																																																							
OG0012300																																																															jgi|Helo229|500277|Fgenesh_scaffold_5_gene_277																																																																																							
OG0012301																																																															jgi|Helo229|500459|Fgenesh_scaffold_5_gene_459																																																																																							
OG0012302																																																															jgi|Helo229|500496|Fgenesh_scaffold_5_gene_496																																																																																							
OG0012303																																																															jgi|Helo229|500802|Fgenesh_scaffold_5_gene_802																																																																																							
OG0012304																																																															jgi|Helo229|500923|Fgenesh_scaffold_5_gene_923																																																																																							
OG0012305																																																															jgi|Helo229|500944|Fgenesh_scaffold_5_gene_944																																																																																							
OG0012306																																																															jgi|Helo229|500992|Fgenesh_scaffold_5_gene_992																																																																																							
OG0012307																																																															jgi|Helo229|300836|Fgenesh_scaffold_3_gene_836																																																																																							
OG0012308																																																															jgi|Helo229|300915|Fgenesh_scaffold_3_gene_915																																																																																							
OG0012309																																																															jgi|Helo229|3001063|Fgenesh_scaffold_3_gene_1063																																																																																							
OG0012310																																																															jgi|Helo229|3001289|Fgenesh_scaffold_3_gene_1289																																																																																							
OG0012311																																																															jgi|Helo229|3001434|Fgenesh_scaffold_3_gene_1434																																																																																							
OG0012312																																																															jgi|Helo229|100374|Fgenesh_scaffold_1_gene_374																																																																																							
OG0012313																																																															jgi|Helo229|100475|Fgenesh_scaffold_1_gene_475																																																																																							
OG0012314																																																															jgi|Helo229|100551|Fgenesh_scaffold_1_gene_551																																																																																							
OG0012315																																																															jgi|Helo229|100785|Fgenesh_scaffold_1_gene_785																																																																																							
OG0012316																																																															jgi|Helo229|1001004|Fgenesh_scaffold_1_gene_1004																																																																																							
OG0012317																																																																jgi|Hetan2|477783|estExt_Genewise1Plus.C_080047																																																																																						
OG0012318																																																																jgi|Hetan2|472104|estExt_Genewise1Plus.C_030609																																																																																						
OG0012319																																																																jgi|Hetan2|470877|estExt_Genewise1Plus.C_021603																																																																																						
OG0012320																																																																jgi|Hetan2|437462|estExt_fgenesh1_kg.C_010042																																																																																						
OG0012321																																																																jgi|Hetan2|99056|Hetan1.Genemark.129_g																																																																																						
OG0012322																																																																jgi|Hetan2|477601|estExt_Genewise1Plus.C_071268																																																																																						
OG0012323																																																																jgi|Hetan2|406665|fgenesh1_kg.01_#_141_#_1529_1_CCOZ_CCPA_CCPB_CCPC_EXTA																																																																																						
OG0012324																																																																jgi|Hetan2|100940|Hetan1.Genemark.2013_g																																																																																						
OG0012325																																																																jgi|Hetan2|311623|e_gw1.02.3227.1																																																																																						
OG0012326																																																																jgi|Hetan2|449148|Genemark.1976_g																																																																																						
OG0012327																																																																jgi|Hetan2|313600|e_gw1.03.1798.1																																																																																						
OG0012328																																																																jgi|Hetan2|102999|Hetan1.Genemark.4072_g																																																																																						
OG0012329																																																																jgi|Hetan2|416211|fgenesh1_pm.03_#_894																																																																																						
OG0012330																																																																jgi|Hetan2|433369|estExt_fgenesh1_pm.C_030962																																																																																						
OG0012331																																																																jgi|Hetan2|163365|Hetan1.EuGene11000336																																																																																						
OG0012332																																																																jgi|Hetan2|417056|fgenesh1_pm.04_#_503																																																																																						
OG0012333																																																																jgi|Hetan2|427322|fgenesh1_pg.05_#_581																																																																																						
OG0012334																																																																jgi|Hetan2|459335|estExt_Genemark.C_060269																																																																																						
OG0012335																																																																jgi|Hetan2|452184|Genemark.5012_g																																																																																						
OG0012336																																																																jgi|Hetan2|248174|gw1.06.2588.1																																																																																						
OG0012337																																																																jgi|Hetan2|452225|Genemark.5053_g																																																																																						
OG0012338																																																																jgi|Hetan2|452226|Genemark.5054_g																																																																																						
OG0012339																																																																jgi|Hetan2|169473|Hetan1.EuGene3000749																																																																																						
OG0012340																																																																jgi|Hetan2|418760|fgenesh1_pm.06_#_505																																																																																						
OG0012341																																																																jgi|Hetan2|104008|Hetan1.Genemark.5081_g																																																																																						
OG0012342																																																																jgi|Hetan2|147254|Hetan1.estExt_fgenesh3_kg.C_60043																																																																																						
OG0012343																																																																jgi|Hetan2|420251|fgenesh1_pm.08_#_479																																																																																						
OG0012344																																																																jgi|Hetan2|441279|estExt_fgenesh1_kg.C_080388																																																																																						
OG0012345																																																																jgi|Hetan2|411254|fgenesh1_kg.09_#_202_#_3575_1_CCOZ_CCPA_CCPB_CCPC_EXTA																																																																																						
OG0012346																																																																jgi|Hetan2|241856|gw1.09.1668.1																																																																																						
OG0012347																																																																jgi|Hetan2|454450|Genemark.7278_g																																																																																						
OG0012348																																																																jgi|Hetan2|429704|fgenesh1_pg.10_#_299																																																																																						
OG0012349																																																																jgi|Hetan2|174683|Hetan1.EuGene9000335																																																																																						
OG0012350																																																																jgi|Hetan2|436614|estExt_fgenesh1_pm.C_110380																																																																																						
OG0012351																																																																jgi|Hetan2|106199|Hetan1.Genemark.7272_g																																																																																						
OG0012352																																																																jgi|Hetan2|156814|Hetan1.estExt_fgenesh2_pm.C_90223																																																																																						
OG0012353																																																																jgi|Hetan2|461024|estExt_Genemark.C_120119																																																																																						
OG0012354																																																																jgi|Hetan2|119220|Hetan1.fgenesh2_pg.C_scaffold_10000169																																																																																						
OG0012355																																																																jgi|Hetan2|455645|Genemark.8473_g																																																																																						
OG0012356																																																																jgi|Hetan2|223136|gw1.12.886.1																																																																																						
OG0012357																																																																jgi|Hetan2|162925|Hetan1.EuGene10000530																																																																																						
OG0012358																																																																jgi|Hetan2|157601|Hetan1.estExt_fgenesh2_pm.C_130142																																																																																						
OG0012359																																																																jgi|Hetan2|120313|Hetan1.fgenesh2_pg.C_scaffold_13000170																																																																																						
OG0012360																																																																jgi|Hetan2|412525|fgenesh1_kg.13_#_160_#_0_0_CCPC2437.b1_CCOZ_CCPA_CCPB_CCPC_EXTA																																																																																						
OG0012361																																																																jgi|Hetan2|332433|e_gw1.14.997.1																																																																																						
OG0012362																																																																jgi|Hetan2|431176|fgenesh1_pg.14_#_272																																																																																						
OG0012363																																																																	jgi|Ilyeu1|113865|CE113864_40																																																																																					
OG0012364																																																																	jgi|Ilyeu1|121771|CE121770_4198																																																																																					
OG0012365																																																																	jgi|Ilyeu1|148040|CE148039_254																																																																																					
OG0012366																																																																	jgi|Ilyeu1|151530|CE151529_9327																																																																																					
OG0012367																																																																	jgi|Ilyeu1|153677|CE153676_223																																																																																					
OG0012368																																																																	jgi|Ilyeu1|160821|CE160820_576																																																																																					
OG0012369																																																																	jgi|Ilyeu1|180816|CE180815_55																																																																																					
OG0012370																																																																	jgi|Ilyeu1|180838|CE180837_7																																																																																					
OG0012371																																																																	jgi|Ilyeu1|184176|CE184175_115																																																																																					
OG0012372																																																																	jgi|Ilyeu1|221362|CE221361_60																																																																																					
OG0012373																																																																	jgi|Ilyeu1|235546|CE235545_7638																																																																																					
OG0012374																																																																	jgi|Ilyeu1|26853|CE26852_11																																																																																					
OG0012375																																																																	jgi|Ilyeu1|275599|CE275598_52																																																																																					
OG0012376																																																																	jgi|Ilyeu1|276450|CE276449_162																																																																																					
OG0012377																																																																	jgi|Ilyeu1|276555|CE276554_46																																																																																					
OG0012378																																																																	jgi|Ilyeu1|285865|CE285864_95																																																																																					
OG0012379																																																																	jgi|Ilyeu1|302680|CE302679_80																																																																																					
OG0012380																																																																	jgi|Ilyeu1|3039|CE3038_1631																																																																																					
OG0012381																																																																	jgi|Ilyeu1|318133|CE318132_787																																																																																					
OG0012382																																																																	jgi|Ilyeu1|327831|CE327830_54																																																																																					
OG0012383																																																																	jgi|Ilyeu1|33284|CE33283_7083																																																																																					
OG0012384																																																																	jgi|Ilyeu1|347486|CE347485_109																																																																																					
OG0012385																																																																	jgi|Ilyeu1|359594|CE359593_3184																																																																																					
OG0012386																																																																	jgi|Ilyeu1|39907|CE39906_58																																																																																					
OG0012387																																																																	jgi|Ilyeu1|47231|CE47230_1552																																																																																					
OG0012388																																																																	jgi|Ilyeu1|47472|CE47471_177																																																																																					
OG0012389																																																																	jgi|Ilyeu1|49224|CE49223_13302																																																																																					
OG0012390																																																																	jgi|Ilyeu1|534766|estExt_Genewise1.C_320319																																																																																					
OG0012391																																																																	jgi|Ilyeu1|565842|fgenesh1_kg.1_#_441_#_TRINITY_DN12165_c0_g1_i1																																																																																					
OG0012392																																																																	jgi|Ilyeu1|567843|fgenesh1_kg.1_#_2442_#_TRINITY_DN415_c0_g1_i1																																																																																					
OG0012393																																																																	jgi|Ilyeu1|567950|fgenesh1_kg.1_#_2549_#_TRINITY_DN13124_c0_g1_i1																																																																																					
OG0012394																																																																	jgi|Ilyeu1|570223|fgenesh1_kg.2_#_843_#_TRINITY_DN12442_c0_g1_i1																																																																																					
OG0012395																																																																	jgi|Ilyeu1|573697|fgenesh1_kg.3_#_1573_#_TRINITY_DN18535_c0_g1_i1																																																																																					
OG0012396																																																																	jgi|Ilyeu1|573968|fgenesh1_kg.3_#_1844_#_TRINITY_DN15457_c0_g1_i1																																																																																					
OG0012397																																																																	jgi|Ilyeu1|576328|fgenesh1_kg.4_#_1788_#_TRINITY_DN1851_c0_g1_i1																																																																																					
OG0012398																																																																	jgi|Ilyeu1|576792|fgenesh1_kg.5_#_351_#_TRINITY_DN13073_c0_g1_i1																																																																																					
OG0012399																																																																	jgi|Ilyeu1|576988|fgenesh1_kg.5_#_547_#_TRINITY_DN12663_c0_g1_i1																																																																																					
OG0012400																																																																	jgi|Ilyeu1|577275|fgenesh1_kg.5_#_834_#_TRINITY_DN7242_c2_g1_i1																																																																																					
OG0012401																																																																	jgi|Ilyeu1|58224|CE58223_8230																																																																																					
OG0012402																																																																	jgi|Ilyeu1|582976|fgenesh1_kg.8_#_657_#_TRINITY_DN10569_c0_g2_i1																																																																																					
OG0012403																																																																	jgi|Ilyeu1|5830|CE5829_73																																																																																					
OG0012404																																																																	jgi|Ilyeu1|583479|fgenesh1_kg.8_#_1160_#_TRINITY_DN6803_c1_g1_i1																																																																																					
OG0012405																																																																	jgi|Ilyeu1|583673|fgenesh1_kg.8_#_1354_#_TRINITY_DN197_c0_g2_i1																																																																																					
OG0012406																																																																	jgi|Ilyeu1|585093|fgenesh1_kg.9_#_986_#_TRINITY_DN12223_c0_g1_i1																																																																																					
OG0012407																																																																	jgi|Ilyeu1|585272|fgenesh1_kg.9_#_1165_#_TRINITY_DN6183_c0_g1_i1																																																																																					
OG0012408																																																																	jgi|Ilyeu1|588324|fgenesh1_kg.11_#_1167_#_TRINITY_DN543_c1_g1_i1																																																																																					
OG0012409																																																																	jgi|Ilyeu1|589729|fgenesh1_kg.12_#_1231_#_TRINITY_DN5701_c0_g1_i1																																																																																					
OG0012410																																																																	jgi|Ilyeu1|590914|fgenesh1_kg.14_#_1_#_TRINITY_DN11952_c0_g1_i1																																																																																					
OG0012411																																																																	jgi|Ilyeu1|591740|fgenesh1_kg.15_#_122_#_TRINITY_DN7354_c2_g2_i1																																																																																					
OG0012412																																																																	jgi|Ilyeu1|592253|fgenesh1_kg.15_#_635_#_TRINITY_DN17995_c0_g1_i1																																																																																					
OG0012413																																																																	jgi|Ilyeu1|593101|fgenesh1_kg.16_#_395_#_TRINITY_DN12404_c0_g1_i1																																																																																					
OG0012414																																																																	jgi|Ilyeu1|598739|fgenesh1_kg.24_#_31_#_TRINITY_DN9076_c0_g1_i2																																																																																					
OG0012415																																																																	jgi|Ilyeu1|598885|fgenesh1_kg.24_#_177_#_TRINITY_DN9239_c0_g1_i2																																																																																					
OG0012416																																																																	jgi|Ilyeu1|603788|fgenesh1_kg.32_#_202_#_TRINITY_DN9225_c1_g3_i1																																																																																					
OG0012417																																																																	jgi|Ilyeu1|604258|fgenesh1_kg.33_#_257_#_TRINITY_DN8698_c1_g2_i1																																																																																					
OG0012418																																																																	jgi|Ilyeu1|606585|fgenesh1_kg.46_#_62_#_TRINITY_DN6493_c0_g2_i1																																																																																					
OG0012419																																																																	jgi|Ilyeu1|606865|fgenesh1_kg.54_#_1_#_TRINITY_DN18461_c0_g1_i1																																																																																					
OG0012420																																																																	jgi|Ilyeu1|610044|fgenesh1_pg.3_#_92																																																																																					
OG0012421																																																																	jgi|Ilyeu1|611447|fgenesh1_pg.4_#_383																																																																																					
OG0012422																																																																	jgi|Ilyeu1|614695|fgenesh1_pg.7_#_753																																																																																					
OG0012423																																																																	jgi|Ilyeu1|616230|fgenesh1_pg.9_#_584																																																																																					
OG0012424																																																																	jgi|Ilyeu1|619026|fgenesh1_pg.13_#_568																																																																																					
OG0012425																																																																	jgi|Ilyeu1|619950|fgenesh1_pg.15_#_353																																																																																					
OG0012426																																																																	jgi|Ilyeu1|620029|fgenesh1_pg.15_#_432																																																																																					
OG0012427																																																																	jgi|Ilyeu1|620353|fgenesh1_pg.16_#_273																																																																																					
OG0012428																																																																	jgi|Ilyeu1|620518|fgenesh1_pg.16_#_438																																																																																					
OG0012429																																																																	jgi|Ilyeu1|620554|fgenesh1_pg.16_#_474																																																																																					
OG0012430																																																																	jgi|Ilyeu1|621289|fgenesh1_pg.18_#_185																																																																																					
OG0012431																																																																	jgi|Ilyeu1|621602|fgenesh1_pg.19_#_26																																																																																					
OG0012432																																																																	jgi|Ilyeu1|622051|fgenesh1_pg.20_#_6																																																																																					
OG0012433																																																																	jgi|Ilyeu1|622708|fgenesh1_pg.21_#_267																																																																																					
OG0012434																																																																	jgi|Ilyeu1|659589|estExt_fgenesh1_pg.C_150351																																																																																					
OG0012435																																																																	jgi|Ilyeu1|665516|gm1.1342_g																																																																																					
OG0012436																																																																	jgi|Ilyeu1|665641|gm1.1467_g																																																																																					
OG0012437																																																																	jgi|Ilyeu1|668630|gm1.4456_g																																																																																					
OG0012438																																																																	jgi|Ilyeu1|67310|CE67309_18																																																																																					
OG0012439																																																																	jgi|Ilyeu1|675873|gm1.11699_g																																																																																					
OG0012440																																																																	jgi|Ilyeu1|676935|gm1.12761_g																																																																																					
OG0012441																																																																	jgi|Ilyeu1|678986|gm1.14812_g																																																																																					
OG0012442																																																																	jgi|Ilyeu1|680034|gm1.15860_g																																																																																					
OG0012443																																																																	jgi|Ilyeu1|681538|gm1.17364_g																																																																																					
OG0012444																																																																	jgi|Ilyeu1|684750|MIX1925_254_78																																																																																					
OG0012445																																																																	jgi|Ilyeu1|687022|MIX4197_2_19																																																																																					
OG0012446																																																																	jgi|Ilyeu1|711136|MIX28311_4_32																																																																																					
OG0012447																																																																	jgi|Ilyeu1|713364|MIX30539_10_83																																																																																					
OG0012448																																																																	jgi|Ilyeu1|99518|CE99517_508																																																																																					
OG0012449																																																																		jgi|Lacbi2|331113|Lacbi1.fgenesh3_pg.C_scaffold_31000088																																																																																				
OG0012450																																																																		jgi|Lacbi2|317767|Lacbi1.eu2.Lbscf0087g00250																																																																																				
OG0012451																																																																		jgi|Lacbi2|594863|e_gw1.5.1577.1																																																																																				
OG0012452																																																																		jgi|Lacbi2|689479|fgenesh3_kg.LG_5_#_385_#_Locus_6195_Transcript_1/3_Confidence_0.600																																																																																				
OG0012453																																																																		jgi|Lacbi2|306626|Lacbi1.eu2.Lbscf0031g01280																																																																																				
OG0012454																																																																		jgi|Lacbi2|689115|fgenesh3_kg.LG_5_#_21_#_Locus_31171_Transcript_1/1_Confidence_1.000																																																																																				
OG0012455																																																																		jgi|Lacbi2|688999|fgenesh3_kg.LG_4_#_1324_#_Locus_16941_Transcript_1/1_Confidence_1.000																																																																																				
OG0012456																																																																		jgi|Lacbi2|457387|estExt_Genemark1.C_LG_4_t30160																																																																																				
OG0012457																																																																		jgi|Lacbi2|593546|e_gw1.4.892.1																																																																																				
OG0012458																																																																		jgi|Lacbi2|594183|e_gw1.4.778.1																																																																																				
OG0012459																																																																		jgi|Lacbi2|393374|Lacbi1.Eugenev2.0000370085																																																																																				
OG0012460																																																																		jgi|Lacbi2|594082|e_gw1.4.3201.1																																																																																				
OG0012461																																																																		jgi|Lacbi2|331169|Lacbi1.fgenesh3_pg.C_scaffold_32000031																																																																																				
OG0012462																																																																		jgi|Lacbi2|445759|gm1.10203_g																																																																																				
OG0012463																																																																		jgi|Lacbi2|322471|Lacbi1.fgenesh3_pg.C_scaffold_3000088																																																																																				
OG0012464																																																																		jgi|Lacbi2|473048|fgenesh1_kg.LG_4_#_325_#_1321609_1																																																																																				
OG0012465																																																																		jgi|Lacbi2|308787|Lacbi1.eu2.Lbscf0003g04260																																																																																				
OG0012466																																																																		jgi|Lacbi2|688154|fgenesh3_kg.LG_4_#_479_#_Locus_3659_Transcript_1/2_Confidence_1.000																																																																																				
OG0012467																																																																		jgi|Lacbi2|330496|Lacbi1.fgenesh3_pg.C_scaffold_27000104																																																																																				
OG0012468																																																																		jgi|Lacbi2|293692|Lacbi1.estExt_fgenesh2_pg.C_80093																																																																																				
OG0012469																																																																		jgi|Lacbi2|588723|e_gw1.3.1467.1																																																																																				
OG0012470																																																																		jgi|Lacbi2|496022|gw1.3.802.1																																																																																				
OG0012471																																																																		jgi|Lacbi2|586949|e_gw1.3.919.1																																																																																				
OG0012472																																																																		jgi|Lacbi2|442837|gm1.7281_g																																																																																				
OG0012473																																																																		jgi|Lacbi2|687055|fgenesh3_kg.LG_3_#_2329_#_Locus_6968_Transcript_2/4_Confidence_0.500																																																																																				
OG0012474																																																																		jgi|Lacbi2|686830|fgenesh3_kg.LG_3_#_2104_#_Locus_42816_Transcript_1/2_Confidence_1.000																																																																																				
OG0012475																																																																		jgi|Lacbi2|296873|Lacbi1.eu2.Lbscf0011g00300																																																																																				
