,Gene ID bis,pLDDT,Probability of antimicrobial activity,Prediction,isCAZyme,isTM,rank
OG0000468,jgi|Cadsp1|569976,88.48446531430004,0.8299926616524872,Antimicrobial,0,0,553
OG0000607,jgi|Cylol1|566701,78.01589738175676,0.8693124102259914,Antimicrobial,0,0,554
OG0000684,jgi|Fuscu1|6548,,,,1,0,555
OG0000682,jgi|Boeex1|470200,50.32967195767196,0.0392159309645031,Non-antimicrobial,0,0,556
OG0000672,jgi|Fusre1|336863,70.5903912601626,4.2080342118712026e-05,Non-antimicrobial,0,1,557
OG0000428,jgi|Fusoxy1|621902,77.65867143746112,0.9980412062830606,Antimicrobial,1,0,558
OG0000668,jgi|Cadsp1|527323,73.95829295774648,0.7982859911060334,Antimicrobial,0,1,559
OG0000181,jgi|Copci1|1305,83.45900905700586,0.995106484320773,Antimicrobial,0,0,560
OG0000659,jgi|Altal1|1029828,83.90850092535472,0.0078260308401353,Non-antimicrobial,1,0,561
OG0000494,jgi|Colto1|8893,73.19963257199602,0.7792941813947153,Antimicrobial,0,0,562
OG0000566,jgi|Fusox2|4201,68.86364238410597,0.9542535638294996,Antimicrobial,0,0,563
OG0000532,jgi|Phisc1|677223,87.77863829787233,0.8263611691005095,Antimicrobial,0,0,564
OG0000483,jgi|Ilyeu1|565922,82.80597285067873,0.2481898743747911,Non-antimicrobial,0,1,565
OG0000635,jgi|Fustri1|314555,52.23015017486114,0.0220294767507684,Non-antimicrobial,0,0,566
OG0000630,jgi|Altalt1|517986,48.08835027180336,0.7651907429979762,Antimicrobial,0,1,567
OG0000694,jgi|Fustri1|575718,80.35125687685147,0.973974727189311,Antimicrobial,0,0,568
OG0000689,jgi|Trire2|106615,49.79352322524101,0.5780912026046093,Antimicrobial,0,0,569
OG0000675,jgi|Pyrly1|571279,88.61828338667443,0.9959261415213896,Antimicrobial,1,0,570
OG0000677,jgi|Pyrly1|551495,81.17335074626865,0.9926809993008464,Antimicrobial,0,0,571
OG0000598,jgi|Micbo1|112782,28.683887850467293,0.9844090462668672,Antimicrobial,0,0,572
OG0000520,jgi|Fusso1|575875,71.30840336134453,0.3267725336198596,Non-antimicrobial,0,0,573
OG0000594,jgi|Fusso1|556306,75.16008701705535,0.2473071494824231,Non-antimicrobial,0,0,574
OG0000557,jgi|Parchr1|520239,78.79731822474032,0.2805769202764017,Non-antimicrobial,0,0,575
OG0000698,jgi|Fusoxy1|535802,84.77514539007092,0.9822984459896692,Antimicrobial,1,0,576
OG0000626,jgi|Neodi1|6165,28.31739795918368,0.4664481453346932,Non-antimicrobial,0,0,577
OG0000502,jgi|Parch1|511672,53.41126463700234,0.014803818700623,Non-antimicrobial,0,1,578
OG0000655,jgi|Falor1|2900125,79.6511014994233,0.0887350172154207,Non-antimicrobial,0,0,579
OG0000615,jgi|Cocvi1|109087,62.4224759005581,0.8532133517515411,Antimicrobial,0,0,580
OG0000702,jgi|Boeex1|424497,66.04450735442273,0.9854954675446832,Antimicrobial,0,0,581
OG0000412,jgi|TriviGv29_8_2|32996,72.90987303199593,0.882460841203937,Antimicrobial,1,0,582
OG0000564,jgi|Colto1|2777,60.59237753102547,0.2586823069760516,Non-antimicrobial,0,0,583
OG0000721,jgi|Fustri1|251339,39.13352490421456,0.2297118260724288,Non-antimicrobial,0,0,584
OG0000610,jgi|Fusoxys1|820803,74.74435510887773,0.6519419821146716,Antimicrobial,0,0,585
OG0000647,jgi|Fusoxy1|131146,61.66637534498619,0.977044511570178,Antimicrobial,0,0,586
OG0000461,jgi|Dacma1|808364,39.13600505689001,0.6308215034401904,Antimicrobial,0,0,587
OG0000481,jgi|Perma1|532059,87.83801762114538,0.6940294367751789,Antimicrobial,0,0,588
OG0000501,jgi|Aspnov1|429296,70.03557211749234,0.9887919534733008,Antimicrobial,1,0,589
OG0000720,jgi|Spoth2|2299021,32.907428571428575,0.7889333873845901,Antimicrobial,0,0,590
OG0000714,jgi|Rhesp1|61667,84.08273766742894,0.1269000052345834,Non-antimicrobial,0,1,591
OG0000550,jgi|Truan1|652150,75.0150401284109,0.567587113021256,Antimicrobial,0,0,592
OG0000595,jgi|Colhig2|10252,67.86075268817204,0.0091225127090325,Non-antimicrobial,0,0,593
OG0000093,jgi|Hebcy2|243425,61.471101694915255,0.2727231565919841,Non-antimicrobial,0,0,594
OG0000733,jgi|Fusco1|277839,44.7564656233515,0.9819703954306896,Antimicrobial,0,0,595
OG0000555,jgi|Fusco1|696019,79.16269889224571,0.7709249165702321,Antimicrobial,0,0,596
OG0000624,jgi|Neora1|725232,75.51843124868394,0.9979484693267088,Antimicrobial,0,0,597
OG0000691,jgi|Cenge3|533440,53.50018461538461,0.749651587470523,Antimicrobial,0,0,598
OG0000474,jgi|Neora1|821704,83.81969892473118,0.6953324178174067,Antimicrobial,1,0,599
OG0000716,jgi|Fusoxys1|314203,84.13891708034565,0.14810172290806914,Non-antimicrobial,0,0,600
