#name	length
jgi|Melva1|579033|gm1.4338_g	308
jgi|Melva1|422138|e_gw1.5.1311.1	1018
jgi|Melva1|630490|estExt_Genemark1.C_5_t10285	189
jgi|Melva1|579083|gm1.4388_g	101
jgi|Melva1|525514|fgenesh1_pg.5_#_307	137
jgi|Melva1|579122|gm1.4427_g	162
jgi|Melva1|274161|CE274160_686	186
jgi|Melva1|275293|CE275292_2931	1049
jgi|Melva1|630593|estExt_Genemark1.C_5_t10399	154
jgi|Melva1|563279|estExt_fgenesh1_pg.C_5_t10387	204
jgi|Melva1|509009|fgenesh1_kg.5_#_383_#_Locus272v1rpkm411.68	254
jgi|Melva1|563296|estExt_fgenesh1_pg.C_5_t10404	611
jgi|Melva1|509042|fgenesh1_kg.5_#_416_#_Locus2101v1rpkm69.32	312
jgi|Melva1|542129|fgenesh1_pm.5_#_312	974
jgi|Melva1|579283|gm1.4588_g	254
jgi|Melva1|509104|fgenesh1_kg.5_#_478_#_Locus394v3rpkm0.80_PRE	201
jgi|Melva1|525698|fgenesh1_pg.5_#_491	213
jgi|Melva1|421833|e_gw1.5.69.1	177
jgi|Melva1|509130|fgenesh1_kg.5_#_504_#_Locus2199v1rpkm66.71	168
jgi|Melva1|579331|gm1.4636_g	274
jgi|Melva1|630743|estExt_Genemark1.C_5_t20060	386
jgi|Melva1|454009|estExt_Genewise1.C_5_t20487	173
jgi|Melva1|509153|fgenesh1_kg.5_#_527_#_Locus8849v1rpkm5.11	406
jgi|Melva1|509157|fgenesh1_kg.5_#_531_#_Locus3479v1rpkm40.06	381
jgi|Melva1|509222|fgenesh1_kg.5_#_596_#_Locus6324v1rpkm15.05	585
jgi|Melva1|483439|estExt_Genewise1Plus.C_5_t30089	496
jgi|Melva1|509225|fgenesh1_kg.5_#_599_#_Locus18352v1rpkm0.59	70
jgi|Melva1|579428|gm1.4733_g	477
jgi|Melva1|509240|fgenesh1_kg.5_#_614_#_Locus10719v1rpkm2.59	184
jgi|Melva1|525831|fgenesh1_pg.5_#_624	348
jgi|Melva1|525835|fgenesh1_pg.5_#_628	176
jgi|Melva1|454162|estExt_Genewise1.C_5_t30160	403
jgi|Melva1|630846|estExt_Genemark1.C_5_t20180	319
jgi|Melva1|483486|estExt_Genewise1Plus.C_5_t30146	445
jgi|Melva1|525846|fgenesh1_pg.5_#_639	232
jgi|Melva1|630852|estExt_Genemark1.C_5_t20188	330
jgi|Melva1|421355|e_gw1.5.302.1	243
jgi|Melva1|525872|fgenesh1_pg.5_#_665	240
jgi|Melva1|525885|fgenesh1_pg.5_#_678	91
jgi|Melva1|579516|gm1.4821_g	572
jgi|Melva1|420988|e_gw1.5.1204.1	332
jgi|Melva1|542273|fgenesh1_pm.5_#_456	462
jgi|Melva1|509349|fgenesh1_kg.5_#_723_#_Locus1709v1rpkm84.51	398
jgi|Melva1|552777|estExt_fgenesh1_pm.C_5_t10479	751
jgi|Melva1|579582|gm1.4887_g	364
jgi|Melva1|525966|fgenesh1_pg.5_#_759	156
jgi|Melva1|483697|estExt_Genewise1Plus.C_5_t30394	502
jgi|Melva1|579618|gm1.4923_g	282
jgi|Melva1|525991|fgenesh1_pg.5_#_784	580
jgi|Melva1|525993|fgenesh1_pg.5_#_786	307
jgi|Melva1|526009|fgenesh1_pg.5_#_802	1451
jgi|Melva1|285717|CE285716_1541	248
jgi|Melva1|579645|gm1.4950_g	339
jgi|Melva1|454467|estExt_Genewise1.C_5_t40022	304
jgi|Melva1|483774|estExt_Genewise1Plus.C_5_t30490	523
jgi|Melva1|526032|fgenesh1_pg.5_#_825	264
jgi|Melva1|579675|gm1.4980_g	322
jgi|Melva1|454539|estExt_Genewise1.C_5_t40112	791
jgi|Melva1|579709|gm1.5014_g	719
jgi|Melva1|509466|fgenesh1_kg.5_#_840_#_Locus1025v1rpkm135.63	440
jgi|Melva1|579720|gm1.5025_g	84
jgi|Melva1|421411|e_gw1.5.176.1	216
jgi|Melva1|620062|MIX25913_2_13	421
jgi|Melva1|483907|estExt_Genewise1Plus.C_5_t40152	317
jgi|Melva1|563712|estExt_fgenesh1_pg.C_6_t10008	174
jgi|Melva1|579773|gm1.5078_g	116
jgi|Melva1|288233|CE288232_1085	283
jgi|Melva1|423492|e_gw1.6.950.1	294
jgi|Melva1|423745|e_gw1.6.148.1	567
jgi|Melva1|288618|CE288617_69	70
jgi|Melva1|288675|CE288674_4996	1530
jgi|Melva1|563772|estExt_fgenesh1_pg.C_6_t10082	216
jgi|Melva1|552894|estExt_fgenesh1_pm.C_6_t10050	445
jgi|Melva1|579847|gm1.5152_g	222
jgi|Melva1|454784|estExt_Genewise1.C_6_t10199	479
jgi|Melva1|631158|estExt_Genemark1.C_6_t10106	198
jgi|Melva1|484083|estExt_Genewise1Plus.C_6_t10207	657
jgi|Melva1|631169|estExt_Genemark1.C_6_t10119	645
jgi|Melva1|579878|gm1.5183_g	487
jgi|Melva1|542456|fgenesh1_pm.6_#_69	271
jgi|Melva1|526252|fgenesh1_pg.6_#_141	153
jgi|Melva1|620468|MIX26319_95_47	404
jgi|Melva1|542465|fgenesh1_pm.6_#_78	540
jgi|Melva1|563829|estExt_fgenesh1_pg.C_6_t10155	622
jgi|Melva1|563830|estExt_fgenesh1_pg.C_6_t10156	447
jgi|Melva1|563837|estExt_fgenesh1_pg.C_6_t10164	363
jgi|Melva1|526305|fgenesh1_pg.6_#_194	206
jgi|Melva1|631269|estExt_Genemark1.C_6_t10235	76
jgi|Melva1|579984|gm1.5289_g	377
jgi|Melva1|563878|estExt_fgenesh1_pg.C_6_t10211	648
jgi|Melva1|579997|gm1.5302_g	207
jgi|Melva1|631284|estExt_Genemark1.C_6_t10251	341
jgi|Melva1|454983|estExt_Genewise1.C_6_t10422	438
jgi|Melva1|580013|gm1.5318_g	321
jgi|Melva1|563901|estExt_fgenesh1_pg.C_6_t10240	138
jgi|Melva1|484303|estExt_Genewise1Plus.C_6_t10456	402
jgi|Melva1|631314|estExt_Genemark1.C_6_t10291	244
jgi|Melva1|563914|estExt_fgenesh1_pg.C_6_t10257	627
jgi|Melva1|580045|gm1.5350_g	154
jgi|Melva1|509720|fgenesh1_kg.6_#_238_#_Locus3287v1rpkm43.28	791
jgi|Melva1|631331|estExt_Genemark1.C_6_t10309	384
jgi|Melva1|580059|gm1.5364_g	295
jgi|Melva1|620765|MIX26616_23_42	359
jgi|Melva1|526401|fgenesh1_pg.6_#_290	477
jgi|Melva1|542548|fgenesh1_pm.6_#_161	324
jgi|Melva1|580084|gm1.5389_g	77
jgi|Melva1|526424|fgenesh1_pg.6_#_313	469
jgi|Melva1|631372|estExt_Genemark1.C_6_t10364	247
jgi|Melva1|620822|MIX26673_2_13	473
jgi|Melva1|631398|estExt_Genemark1.C_6_t10393	729
jgi|Melva1|631406|estExt_Genemark1.C_6_t10401	1063
jgi|Melva1|293154|CE293153_452	507
jgi|Melva1|509812|fgenesh1_kg.6_#_330_#_Locus7299v1rpkm10.13	245
jgi|Melva1|631420|estExt_Genemark1.C_6_t10416	114
jgi|Melva1|526504|fgenesh1_pg.6_#_393	145
jgi|Melva1|526588|fgenesh1_pg.6_#_477	72
jgi|Melva1|484760|estExt_Genewise1Plus.C_6_t20462	229
jgi|Melva1|297519|CE297518_19960	459
jgi|Melva1|542717|fgenesh1_pm.6_#_330	628
jgi|Melva1|621145|MIX26996_2_28	220
jgi|Melva1|580340|gm1.5645_g	147
jgi|Melva1|553184|estExt_fgenesh1_pm.C_6_t10368	982
jgi|Melva1|526679|fgenesh1_pg.6_#_568	369
jgi|Melva1|455658|estExt_Genewise1.C_6_t30186	567
jgi|Melva1|631624|estExt_Genemark1.C_6_t20138	150
jgi|Melva1|580389|gm1.5694_g	345
jgi|Melva1|526701|fgenesh1_pg.6_#_590	117
jgi|Melva1|484966|estExt_Genewise1Plus.C_6_t30205	500
jgi|Melva1|580438|gm1.5743_g	607
jgi|Melva1|510107|fgenesh1_kg.6_#_625_#_Locus830v1rpkm161.16	253
jgi|Melva1|510109|fgenesh1_kg.6_#_627_#_Locus6745v1rpkm12.78	558
jgi|Melva1|301129|CE301128_320	129
jgi|Melva1|580450|gm1.5755_g	431
jgi|Melva1|510126|fgenesh1_kg.6_#_644_#_Locus388v1rpkm316.90	263
jgi|Melva1|580463|gm1.5768_g	614
jgi|Melva1|580464|gm1.5769_g	404
jgi|Melva1|423282|e_gw1.6.698.1	218
jgi|Melva1|526808|fgenesh1_pg.6_#_697	482
jgi|Melva1|631762|estExt_Genemark1.C_6_t20285	574
jgi|Melva1|621420|MIX27271_11_58	282
jgi|Melva1|542874|fgenesh1_pm.6_#_487	417
jgi|Melva1|553318|estExt_fgenesh1_pm.C_6_t20017	529
jgi|Melva1|564406|estExt_fgenesh1_pg.C_6_t20312	952
jgi|Melva1|553334|estExt_fgenesh1_pm.C_70001	246
jgi|Melva1|542923|fgenesh1_pm.7_#_2	650
jgi|Melva1|580651|gm1.5956_g	397
jgi|Melva1|526961|fgenesh1_pg.7_#_27	367
jgi|Melva1|580692|gm1.5997_g	573
jgi|Melva1|526978|fgenesh1_pg.7_#_44	98
jgi|Melva1|580701|gm1.6006_g	136
jgi|Melva1|542959|fgenesh1_pm.7_#_38	316
jgi|Melva1|424667|e_gw1.7.1193.1	585
jgi|Melva1|564462|estExt_fgenesh1_pg.C_7_t10068	756
jgi|Melva1|621848|MIX27699_2_52	104
jgi|Melva1|621861|MIX27712_1154_28	684
jgi|Melva1|527017|fgenesh1_pg.7_#_83	202
jgi|Melva1|510363|fgenesh1_kg.7_#_72_#_Locus12648v1rpkm1.53	188
jgi|Melva1|542986|fgenesh1_pm.7_#_65	539
jgi|Melva1|485536|estExt_Genewise1Plus.C_7_t10225	660
jgi|Melva1|306162|CE306161_24715	117
jgi|Melva1|527074|fgenesh1_pg.7_#_140	321
jgi|Melva1|580802|gm1.6107_g	258
jgi|Melva1|456334|estExt_Genewise1.C_7_t10318	769
jgi|Melva1|631983|estExt_Genemark1.C_7_t10181	153
jgi|Melva1|385488|gw1.7.575.1	510
jgi|Melva1|564542|estExt_fgenesh1_pg.C_7_t10176	173
jgi|Melva1|510434|fgenesh1_kg.7_#_143_#_Locus9175v1rpkm4.50	399
jgi|Melva1|307007|CE307006_114	252
jgi|Melva1|527144|fgenesh1_pg.7_#_210	570
jgi|Melva1|580902|gm1.6207_g	118
jgi|Melva1|307327|CE307326_2224	200
jgi|Melva1|632063|estExt_Genemark1.C_7_t10283	435
jgi|Melva1|527197|fgenesh1_pg.7_#_263	272
jgi|Melva1|527201|fgenesh1_pg.7_#_267	163
jgi|Melva1|485764|estExt_Genewise1Plus.C_7_t20004	563
jgi|Melva1|622276|MIX28127_6_28	246
jgi|Melva1|622283|MIX28134_2_15	291
jgi|Melva1|580970|gm1.6275_g	158
jgi|Melva1|510524|fgenesh1_kg.7_#_233_#_Locus14102v1rpkm1.13	294
jgi|Melva1|309260|CE309259_338	280
jgi|Melva1|564648|estExt_fgenesh1_pg.C_7_t10317	285
jgi|Melva1|632142|estExt_Genemark1.C_7_t10388	497
jgi|Melva1|510602|fgenesh1_kg.7_#_311_#_Locus4904v1rpkm25.25	519
jgi|Melva1|456690|estExt_Genewise1.C_7_t20230	548
jgi|Melva1|423996|e_gw1.7.1060.1	514
jgi|Melva1|424235|e_gw1.7.97.1	390
jgi|Melva1|425120|e_gw1.7.341.1	384
jgi|Melva1|510687|fgenesh1_kg.7_#_396_#_Locus6258v1rpkm15.52	589
jgi|Melva1|622560|MIX28411_81_94	365
jgi|Melva1|581152|gm1.6457_g	257
jgi|Melva1|581182|gm1.6487_g	135
jgi|Melva1|543246|fgenesh1_pm.7_#_325	491
jgi|Melva1|581299|gm1.6604_g	334
jgi|Melva1|424629|e_gw1.7.114.1	1474
jgi|Melva1|581338|gm1.6643_g	479
jgi|Melva1|457198|estExt_Genewise1.C_7_t30270	423
jgi|Melva1|510933|fgenesh1_kg.7_#_642_#_Locus4628v1rpkm27.65	412
jgi|Melva1|486433|estExt_Genewise1Plus.C_7_t30230	470
jgi|Melva1|581417|gm1.6722_g	75
jgi|Melva1|457266|estExt_Genewise1.C_7_t30339	487
jgi|Melva1|581424|gm1.6729_g	271
jgi|Melva1|543346|fgenesh1_pm.7_#_425	258
jgi|Melva1|565003|estExt_fgenesh1_pg.C_7_t20217	94
jgi|Melva1|511004|fgenesh1_kg.7_#_713_#_Locus14248v1rpkm1.10	209
jgi|Melva1|457325|estExt_Genewise1.C_7_t30404	446
jgi|Melva1|581464|gm1.6769_g	515
jgi|Melva1|511017|fgenesh1_kg.7_#_726_#_Locus15459v1rpkm0.90	1141
jgi|Melva1|424980|e_gw1.7.1076.1	573
jgi|Melva1|399847|gw1.7.1061.1	353
jgi|Melva1|486601|estExt_Genewise1Plus.C_7_t30410	600
jgi|Melva1|511032|fgenesh1_kg.7_#_741_#_Locus15259v1rpkm0.93	382
jgi|Melva1|423987|e_gw1.7.953.1	286
jgi|Melva1|320327|CE320326_3527	569
jgi|Melva1|632564|estExt_Genemark1.C_7_t20363	595
jgi|Melva1|581517|gm1.6822_g	263
jgi|Melva1|527745|fgenesh1_pg.8_#_5	373
jgi|Melva1|623194|MIX29045_12_65	205
jgi|Melva1|581534|gm1.6839_g	189
jgi|Melva1|381749|gw1.8.214.1	367
jgi|Melva1|581564|gm1.6869_g	389
jgi|Melva1|581569|gm1.6874_g	190
jgi|Melva1|511089|fgenesh1_kg.8_#_42_#_Locus20532v1rpkm0.45	254
jgi|Melva1|511100|fgenesh1_kg.8_#_53_#_Locus10324v1rpkm2.96	30
jgi|Melva1|511106|fgenesh1_kg.8_#_59_#_Locus1738v1rpkm83.09	431
jgi|Melva1|632646|estExt_Genemark1.C_8_t10096	214
jgi|Melva1|527831|fgenesh1_pg.8_#_91	93
jgi|Melva1|486777|estExt_Genewise1Plus.C_8_t10171	449
jgi|Melva1|527849|fgenesh1_pg.8_#_109	229
jgi|Melva1|426620|e_gw1.8.842.1	280
jgi|Melva1|581681|gm1.6986_g	135
jgi|Melva1|632696|estExt_Genemark1.C_8_t10166	326
jgi|Melva1|527890|fgenesh1_pg.8_#_150	615
jgi|Melva1|565182|estExt_fgenesh1_pg.C_8_t10152	280
jgi|Melva1|581691|gm1.6996_g	80
jgi|Melva1|581698|gm1.7003_g	124
jgi|Melva1|457644|estExt_Genewise1.C_8_t10287	460
jgi|Melva1|425858|e_gw1.8.1348.1	411
jgi|Melva1|565191|estExt_fgenesh1_pg.C_8_t10166	287
jgi|Melva1|527908|fgenesh1_pg.8_#_168	188
jgi|Melva1|511188|fgenesh1_kg.8_#_141_#_Locus13252v1rpkm1.33	92
jgi|Melva1|486956|estExt_Genewise1Plus.C_8_t10377	255
jgi|Melva1|623515|MIX29366_2_14	333
jgi|Melva1|581777|gm1.7082_g	184
jgi|Melva1|565247|estExt_fgenesh1_pg.C_8_t10244	439
jgi|Melva1|457787|estExt_Genewise1.C_8_t10468	764
jgi|Melva1|632789|estExt_Genemark1.C_8_t10298	401
jgi|Melva1|632811|estExt_Genemark1.C_8_t10323	955
jgi|Melva1|565291|estExt_fgenesh1_pg.C_8_t10298	540
jgi|Melva1|581869|gm1.7174_g	233
jgi|Melva1|581870|gm1.7175_g	169
jgi|Melva1|457919|estExt_Genewise1.C_8_t20117	716
jgi|Melva1|632845|estExt_Genemark1.C_8_t10361	234
jgi|Melva1|553928|estExt_fgenesh1_pm.C_80198	655
jgi|Melva1|528137|fgenesh1_pg.8_#_397	125
jgi|Melva1|581948|gm1.7253_g	331
jgi|Melva1|623767|MIX29618_1_25	118
jgi|Melva1|632922|estExt_Genemark1.C_8_t10446	222
jgi|Melva1|528162|fgenesh1_pg.8_#_422	275
jgi|Melva1|425826|e_gw1.8.644.1	253
jgi|Melva1|581980|gm1.7285_g	163
jgi|Melva1|581990|gm1.7295_g	460
jgi|Melva1|565412|estExt_fgenesh1_pg.C_8_t10451	528
jgi|Melva1|632950|estExt_Genemark1.C_8_t10498	207
jgi|Melva1|553968|estExt_fgenesh1_pm.C_80243	475
jgi|Melva1|382446|gw1.8.243.1	148
jgi|Melva1|543662|fgenesh1_pm.8_#_263	259
jgi|Melva1|582051|gm1.7356_g	143
jgi|Melva1|632988|estExt_Genemark1.C_8_t20045	863
jgi|Melva1|511528|fgenesh1_kg.8_#_481_#_Locus14016v2rpkm0.98	388
jgi|Melva1|554028|estExt_fgenesh1_pm.C_80306	517
jgi|Melva1|624063|MIX29914_10_33	464
jgi|Melva1|633055|estExt_Genemark1.C_8_t20129	134
jgi|Melva1|582152|gm1.7457_g	179
jgi|Melva1|528345|fgenesh1_pg.8_#_605	173
jgi|Melva1|633072|estExt_Genemark1.C_8_t20157	650
jgi|Melva1|582205|gm1.7510_g	90
jgi|Melva1|624197|MIX30048_4_35	340
jgi|Melva1|582213|gm1.7518_g	879
jgi|Melva1|582228|gm1.7533_g	391
jgi|Melva1|633136|estExt_Genemark1.C_8_t20231	272
jgi|Melva1|633138|estExt_Genemark1.C_8_t20234	162
jgi|Melva1|582255|gm1.7560_g	628
jgi|Melva1|554087|estExt_fgenesh1_pm.C_80374	552
jgi|Melva1|511629|fgenesh1_kg.8_#_582_#_Locus13831v1rpkm1.19	319
jgi|Melva1|554098|estExt_fgenesh1_pm.C_80387	344
jgi|Melva1|565631|estExt_fgenesh1_pg.C_8_t20230	312
jgi|Melva1|333193|CE333192_1116	166
jgi|Melva1|582311|gm1.7616_g	392
jgi|Melva1|633215|estExt_Genemark1.C_8_t20324	268
jgi|Melva1|582350|gm1.7655_g	95
jgi|Melva1|582351|gm1.7656_g	136
jgi|Melva1|425578|e_gw1.8.147.1	441
jgi|Melva1|408589|gw1.9.1442.1	235
jgi|Melva1|487862|estExt_Genewise1Plus.C_9_t10031	369
jgi|Melva1|335346|CE335345_21	91
jgi|Melva1|427778|e_gw1.9.1374.1	415
jgi|Melva1|633316|estExt_Genemark1.C_9_t10080	240
jgi|Melva1|528620|fgenesh1_pg.9_#_74	226
jgi|Melva1|554163|estExt_fgenesh1_pm.C_90032	318
jgi|Melva1|543873|fgenesh1_pm.9_#_44	398
jgi|Melva1|427348|e_gw1.9.691.1	202
jgi|Melva1|528657|fgenesh1_pg.9_#_111	324
jgi|Melva1|488021|estExt_Genewise1Plus.C_9_t10218	548
jgi|Melva1|543887|fgenesh1_pm.9_#_58	425
jgi|Melva1|633359|estExt_Genemark1.C_9_t10138	282
jgi|Melva1|582522|gm1.7827_g	224
jgi|Melva1|511825|fgenesh1_kg.9_#_110_#_Locus6056v1rpkm16.76	490
jgi|Melva1|488062|estExt_Genewise1Plus.C_9_t10265	503
jgi|Melva1|633377|estExt_Genemark1.C_9_t10158	514
jgi|Melva1|633385|estExt_Genemark1.C_9_t10167	438
jgi|Melva1|458910|estExt_Genewise1.C_9_t10335	115
jgi|Melva1|528732|fgenesh1_pg.9_#_186	104
jgi|Melva1|582602|gm1.7907_g	184
jgi|Melva1|338221|CE338220_4105	638
jgi|Melva1|624926|MIX30777_5_41	220
jgi|Melva1|633453|estExt_Genemark1.C_9_t10247	617
jgi|Melva1|427318|e_gw1.9.515.1	547
jgi|Melva1|633472|estExt_Genemark1.C_9_t10269	255
jgi|Melva1|488256|estExt_Genewise1Plus.C_9_t10475	577
jgi|Melva1|528821|fgenesh1_pg.9_#_275	325
jgi|Melva1|459146|estExt_Genewise1.C_9_t20095	694
jgi|Melva1|340509|CE340508_70	65
jgi|Melva1|544005|fgenesh1_pm.9_#_176	93
jgi|Melva1|582747|gm1.8052_g	47
jgi|Melva1|554299|estExt_fgenesh1_pm.C_90179	394
jgi|Melva1|341498|CE341497_35	146
jgi|Melva1|582756|gm1.8061_g	111
jgi|Melva1|544014|fgenesh1_pm.9_#_185	562
jgi|Melva1|625188|MIX31039_8_59	196
jgi|Melva1|554306|estExt_fgenesh1_pm.C_90186	381
jgi|Melva1|528917|fgenesh1_pg.9_#_371	193
jgi|Melva1|582787|gm1.8092_g	441
jgi|Melva1|342085|CE342084_7696	530
jgi|Melva1|566023|estExt_fgenesh1_pg.C_9_t10384	450
jgi|Melva1|582801|gm1.8106_g	264
jgi|Melva1|582810|gm1.8115_g	1739
jgi|Melva1|633620|estExt_Genemark1.C_9_t10440	159
jgi|Melva1|633641|estExt_Genemark1.C_9_t10464	372
jgi|Melva1|488611|estExt_Genewise1Plus.C_9_t20365	307
jgi|Melva1|566108|estExt_fgenesh1_pg.C_9_t10474	414
jgi|Melva1|512185|fgenesh1_kg.9_#_470_#_Locus1733v1rpkm83.50	571
jgi|Melva1|566127|estExt_fgenesh1_pg.C_9_t20001	361
jgi|Melva1|554394|estExt_fgenesh1_pm.C_90276	243
jgi|Melva1|512211|fgenesh1_kg.9_#_496_#_Locus22280v2rpkm0.00_PRE	65
jgi|Melva1|633747|estExt_Genemark1.C_9_t20077	388
jgi|Melva1|633750|estExt_Genemark1.C_9_t20080	184
jgi|Melva1|512242|fgenesh1_kg.9_#_527_#_Locus6704v2rpkm5.10	218
jgi|Melva1|554436|estExt_fgenesh1_pm.C_90321	317
jgi|Melva1|583029|gm1.8334_g	1241
jgi|Melva1|346902|CE346901_3006	101
jgi|Melva1|633822|estExt_Genemark1.C_9_t20164	225
jgi|Melva1|583081|gm1.8386_g	216
jgi|Melva1|554482|estExt_fgenesh1_pm.C_90375	458
jgi|Melva1|583149|gm1.8454_g	244
jgi|Melva1|488991|estExt_Genewise1Plus.C_9_t30287	159
jgi|Melva1|512385|fgenesh1_kg.9_#_670_#_Locus2425v1rpkm60.31	370
jgi|Melva1|633916|estExt_Genemark1.C_9_t20283	150
jgi|Melva1|583171|gm1.8476_g	396
jgi|Melva1|633946|estExt_Genemark1.C_9_t20320	400
jgi|Melva1|583205|gm1.8510_g	74
jgi|Melva1|512423|fgenesh1_kg.9_#_708_#_Locus8720v1rpkm5.38	378
jgi|Melva1|512431|fgenesh1_kg.9_#_716_#_Locus17957v1rpkm0.63	197
jgi|Melva1|489126|estExt_Genewise1Plus.C_9_t30430	527
jgi|Melva1|633970|estExt_Genemark1.C_9_t20347	530
jgi|Melva1|583232|gm1.8537_g	30
jgi|Melva1|459948|estExt_Genewise1.C_9_t30483	574
jgi|Melva1|512451|fgenesh1_kg.10_#_4_#_Locus2318v1rpkm63.03	334
jgi|Melva1|429097|e_gw1.10.633.1	163
jgi|Melva1|633996|estExt_Genemark1.C_10_t10024	628
jgi|Melva1|634009|estExt_Genemark1.C_10_t10041	230
jgi|Melva1|529410|fgenesh1_pg.10_#_61	247
jgi|Melva1|583318|gm1.8623_g	715
jgi|Melva1|512524|fgenesh1_kg.10_#_77_#_Locus3643v1rpkm37.91	338
jgi|Melva1|554575|estExt_fgenesh1_pm.C_100051	1125
jgi|Melva1|566460|estExt_fgenesh1_pg.C_10_t10098	212
jgi|Melva1|489335|estExt_Genewise1Plus.C_10_t10227	540
jgi|Melva1|596034|MIX1885_1_6	561
jgi|Melva1|566490|estExt_fgenesh1_pg.C_10_t10138	747
jgi|Melva1|566491|estExt_fgenesh1_pg.C_10_t10139	268
jgi|Melva1|529492|fgenesh1_pg.10_#_143	159
jgi|Melva1|23018|CE23017_2927	222
jgi|Melva1|583429|gm1.8734_g	321
jgi|Melva1|489443|estExt_Genewise1Plus.C_10_t10373	617
jgi|Melva1|566549|estExt_fgenesh1_pg.C_10_t10214	242
jgi|Melva1|512621|fgenesh1_kg.10_#_174_#_Locus10201v1rpkm3.09	124
jgi|Melva1|566574|estExt_fgenesh1_pg.C_10_t10246	282
jgi|Melva1|529598|fgenesh1_pg.10_#_249	84
jgi|Melva1|512656|fgenesh1_kg.10_#_209_#_Locus14908v2rpkm0.45	208
jgi|Melva1|566598|estExt_fgenesh1_pg.C_10_t10283	94
jgi|Melva1|512671|fgenesh1_kg.10_#_224_#_Locus3058v1rpkm46.96	435
jgi|Melva1|566612|estExt_fgenesh1_pg.C_10_t10304	192
jgi|Melva1|554666|estExt_fgenesh1_pm.C_100156	379
jgi|Melva1|512685|fgenesh1_kg.10_#_238_#_Locus16234v3rpkm0.22	57
jgi|Melva1|26097|CE26096_31	97
jgi|Melva1|429149|e_gw1.10.1021.1	1121
jgi|Melva1|512732|fgenesh1_kg.10_#_285_#_Locus5165v3rpkm1.22_PRE	367
jgi|Melva1|512743|fgenesh1_kg.10_#_296_#_Locus933v1rpkm144.53	151
jgi|Melva1|27898|CE27897_185	123
jgi|Melva1|460502|estExt_Genewise1.C_10_t20150	569
jgi|Melva1|489692|estExt_Genewise1Plus.C_10_t20144	464
jgi|Melva1|583689|gm1.8994_g	72
jgi|Melva1|583692|gm1.8997_g	299
jgi|Melva1|583705|gm1.9010_g	734
jgi|Melva1|566742|estExt_fgenesh1_pg.C_10_t10434	461
jgi|Melva1|566748|estExt_fgenesh1_pg.C_10_t10441	558
jgi|Melva1|529817|fgenesh1_pg.10_#_468	510
jgi|Melva1|566806|estExt_fgenesh1_pg.C_10_t20007	458
jgi|Melva1|583780|gm1.9085_g	227
jgi|Melva1|34722|CE34721_87873	715
jgi|Melva1|596823|MIX2674_163_21	508
jgi|Melva1|34890|CE34889_66110	218
jgi|Melva1|489967|estExt_Genewise1Plus.C_10_t20438	1217
jgi|Melva1|583876|gm1.9181_g	384
jgi|Melva1|490055|estExt_Genewise1Plus.C_10_t30035	291
jgi|Melva1|634551|estExt_Genemark1.C_10_t20170	369
jgi|Melva1|38906|CE38905_86104	412
jgi|Melva1|583933|gm1.9238_g	157
jgi|Melva1|566954|estExt_fgenesh1_pg.C_10_t20173	163
jgi|Melva1|429243|e_gw1.10.386.1	1194
jgi|Melva1|429658|e_gw1.11.900.1	469
jgi|Melva1|584008|gm1.9313_g	226
jgi|Melva1|530097|fgenesh1_pg.11_#_29	431
jgi|Melva1|513159|fgenesh1_kg.11_#_33_#_Locus6942v1rpkm11.73	364
jgi|Melva1|544745|fgenesh1_pm.11_#_28	247
jgi|Melva1|490285|estExt_Genewise1Plus.C_11_t10116	365
jgi|Melva1|567043|estExt_fgenesh1_pg.C_11_t10060	216
jgi|Melva1|530159|fgenesh1_pg.11_#_91	263
jgi|Melva1|490316|estExt_Genewise1Plus.C_11_t10175	370
jgi|Melva1|461173|estExt_Genewise1.C_11_t10212	259
jgi|Melva1|461188|estExt_Genewise1.C_11_t10230	754
jgi|Melva1|634723|estExt_Genemark1.C_11_t10130	675
jgi|Melva1|584131|gm1.9436_g	506
jgi|Melva1|584132|gm1.9437_g	158
jgi|Melva1|43054|CE43053_10023	125
jgi|Melva1|530231|fgenesh1_pg.11_#_163	222
jgi|Melva1|634762|estExt_Genemark1.C_11_t10171	280
jgi|Melva1|634774|estExt_Genemark1.C_11_t10185	134
jgi|Melva1|530316|fgenesh1_pg.11_#_248	299
jgi|Melva1|45266|CE45265_638	598
jgi|Melva1|544863|fgenesh1_pm.11_#_146	387
jgi|Melva1|513400|fgenesh1_kg.11_#_274_#_Locus1988v1rpkm73.06	177
jgi|Melva1|513422|fgenesh1_kg.11_#_296_#_Locus9683v1rpkm3.73	195
jgi|Melva1|513439|fgenesh1_kg.11_#_313_#_Locus2274v1rpkm64.32	220
jgi|Melva1|429609|e_gw1.11.440.1	505
jgi|Melva1|584381|gm1.9686_g	210
jgi|Melva1|490842|estExt_Genewise1Plus.C_11_t20226	81
jgi|Melva1|49626|CE49625_598	160
jgi|Melva1|49992|CE49991_2569	225
jgi|Melva1|584419|gm1.9724_g	204
jgi|Melva1|513517|fgenesh1_kg.11_#_391_#_Locus5765v1rpkm18.85	609
jgi|Melva1|430075|e_gw1.11.210.1	322
jgi|Melva1|584468|gm1.9773_g	250
jgi|Melva1|635074|estExt_Genemark1.C_11_t20004	271
jgi|Melva1|567440|estExt_fgenesh1_pg.C_11_t10496	345
jgi|Melva1|545047|fgenesh1_pm.11_#_330	349
