Orthogroup	Coprinopsis	Rhizophagus	Verticillium
OG0001385			VDAG_JR2_Chr6g07890
OG0001386			VDAG_JR2_Chr6g08110
OG0001387			VDAG_JR2_Chr6g08810
OG0001388			VDAG_JR2_Chr6g08820
OG0001389			VDAG_JR2_Chr6g09010
OG0001390			VDAG_JR2_Chr6g09140
OG0001391			VDAG_JR2_Chr6g09180
OG0001392			VDAG_JR2_Chr6g09420
OG0001393			VDAG_JR2_Chr6g09900
OG0001394			VDAG_JR2_Chr6g09960
OG0001395			VDAG_JR2_Chr6g10290
OG0001396			VDAG_JR2_Chr6g10370
OG0001397			VDAG_JR2_Chr6g10720
OG0001398			VDAG_JR2_Chr6g10770
OG0001399			VDAG_JR2_Chr7g00250
OG0001400			VDAG_JR2_Chr7g00290
OG0001401			VDAG_JR2_Chr7g00310
OG0001402			VDAG_JR2_Chr7g00480
OG0001403			VDAG_JR2_Chr7g00770
OG0001404			VDAG_JR2_Chr7g00850
OG0001405			VDAG_JR2_Chr7g01190
OG0001406			VDAG_JR2_Chr7g01260
OG0001407			VDAG_JR2_Chr7g01540
OG0001408			VDAG_JR2_Chr7g02030
OG0001409			VDAG_JR2_Chr7g02040
OG0001410			VDAG_JR2_Chr7g02450
OG0001411			VDAG_JR2_Chr7g02600
OG0001412			VDAG_JR2_Chr7g02630
OG0001413			VDAG_JR2_Chr7g02940
OG0001414			VDAG_JR2_Chr7g03240
OG0001415			VDAG_JR2_Chr7g03280
OG0001416			VDAG_JR2_Chr7g04330
OG0001417			VDAG_JR2_Chr7g05180
OG0001418			VDAG_JR2_Chr7g05260
OG0001419			VDAG_JR2_Chr7g05300
OG0001420			VDAG_JR2_Chr7g05320
OG0001421			VDAG_JR2_Chr7g07740
OG0001422			VDAG_JR2_Chr7g08780
OG0001423			VDAG_JR2_Chr7g09790
OG0001424			VDAG_JR2_Chr7g10450
OG0001425			VDAG_JR2_Chr8g00100
OG0001426			VDAG_JR2_Chr8g00210
OG0001427			VDAG_JR2_Chr8g00500
OG0001428			VDAG_JR2_Chr8g00960
OG0001429			VDAG_JR2_Chr8g01690
OG0001430			VDAG_JR2_Chr8g02050
OG0001431			VDAG_JR2_Chr8g02180
OG0001432			VDAG_JR2_Chr8g02230
OG0001433			VDAG_JR2_Chr8g02290
OG0001434			VDAG_JR2_Chr8g02490
OG0001435			VDAG_JR2_Chr8g02540
OG0001436			VDAG_JR2_Chr8g02690
OG0001437			VDAG_JR2_Chr8g03330
OG0001438			VDAG_JR2_Chr8g03820
OG0001439			VDAG_JR2_Chr8g04260
OG0001440			VDAG_JR2_Chr8g04810
OG0001441			VDAG_JR2_Chr8g05230
OG0001442			VDAG_JR2_Chr8g05400
OG0001443			VDAG_JR2_Chr8g05800
OG0001444			VDAG_JR2_Chr8g05820
OG0001445			VDAG_JR2_Chr8g05990
OG0001446			VDAG_JR2_Chr8g06200
OG0001447			VDAG_JR2_Chr8g06210
OG0001448			VDAG_JR2_Chr8g06410
OG0001449			VDAG_JR2_Chr8g06830
OG0001450			VDAG_JR2_Chr8g06990
OG0001451			VDAG_JR2_Chr8g07510
OG0001452			VDAG_JR2_Chr8g08660
OG0001453			VDAG_JR2_Chr8g08840
OG0001454			VDAG_JR2_Chr8g08900
OG0001455			VDAG_JR2_Chr8g09290
OG0001456			VDAG_JR2_Chr8g09340
OG0001457			VDAG_JR2_Chr8g09390
OG0001458			VDAG_JR2_Chr8g09410
OG0001459			VDAG_JR2_Chr8g09510
OG0001460			VDAG_JR2_Chr8g09550
OG0001461			VDAG_JR2_Chr8g09620
OG0001462			VDAG_JR2_Chr8g09820
OG0001463			VDAG_JR2_Chr8g09990
OG0001464			VDAG_JR2_Chr8g10630
OG0001465			VDAG_JR2_Chr8g10820
OG0001466			VDAG_JR2_Chr8g11000
OG0001467			VDAG_JR2_Chr8g11080
OG0001468			VDAG_JR2_Chr8g11100
OG0001469			VDAG_JR2_Chr8g11250
OG0001470			VDAG_JR2_Chr8g11300
